Instance type,Instance family,Instance size,Availability zones,Free-Tier eligible,Free Trial available,Bare metal,Hypervisor,vCPUs,Architecture,Cores,Valid cores,Threads per core,Valid threads per core,Sustained clock speed (GHz),Memory (GiB),Storage (GB),Local instance storage,Storage type,Storage disk count,EBS encryption support,EBS optimization support,Network performance,ENA support,Maximum number of network interfaces,IPv4 addresses per interface,IPv6 addresses per interface,IPv6 support,Supported placement group strategies,GPUs,FPGAs,Auto Recovery support,Supported root device types,Dedicated Host support,On-Demand Hibernation support,Burstable Performance support,Current generation,ENA Express support,On-Demand Windows pricing,On-Demand Linux pricing,On-Demand SUSE pricing,On-Demand RHEL pricing,On-Demand ap-northeast-1-tpe-1 Windows pricing,On-Demand ap-northeast-1-tpe-1 SUSE pricing,On-Demand ap-northeast-1-tpe-1 RHEL pricing,On-Demand ap-northeast-1-tpe-1 Linux pricing
c5n.metal,c5n,metal,"ap-northeast-1c, ap-northeast-1d, ap-northeast-1a",false,false,true,,72,x86_64,36,-,2,-,3.4,192,-,-,-,-,supported,default,100 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,8.208 USD per Hour,4.896 USD per Hour,5.021 USD per Hour,5.026 USD per Hour,,,,
c6a.large,c6a,large,"ap-northeast-1d, ap-northeast-1a, ap-northeast-1c",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.6,4,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,3,10,10,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,0.1883 USD per Hour,0.0963 USD per Hour,0.1526 USD per Hour,0.1563 USD per Hour,,,,
c6a.xlarge,c6a,xlarge,"ap-northeast-1a, ap-northeast-1c, ap-northeast-1d",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.6,8,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,0.3766 USD per Hour,0.1926 USD per Hour,0.2489 USD per Hour,0.2526 USD per Hour,,,,
c6a.2xlarge,c6a,2xlarge,"ap-northeast-1c, ap-northeast-1d, ap-northeast-1a",false,false,false,nitro,8,x86_64,4,"1,2,3,4",2,"1,2",3.6,16,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,0.7532 USD per Hour,0.3852 USD per Hour,0.5102 USD per Hour,0.5152 USD per Hour,,,,
c6a.4xlarge,c6a,4xlarge,"ap-northeast-1d, ap-northeast-1c, ap-northeast-1a",false,false,false,nitro,16,x86_64,8,"1,2,3,4,5,6,7,8",2,"1,2",3.6,32,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,1.5064 USD per Hour,0.7704 USD per Hour,0.8954 USD per Hour,0.9004 USD per Hour,,,,
c6a.8xlarge,c6a,8xlarge,"ap-northeast-1a, ap-northeast-1c, ap-northeast-1d",false,false,false,nitro,32,x86_64,16,"4,6,8,10,12,14,16",2,"1,2",3.6,64,-,-,-,-,supported,default,12.5 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,3.0128 USD per Hour,1.5408 USD per Hour,1.6658 USD per Hour,1.6708 USD per Hour,,,,
c6a.12xlarge,c6a,12xlarge,"ap-northeast-1c, ap-northeast-1a, ap-northeast-1d",false,false,false,nitro,48,x86_64,24,"1,2,3,4,5,6,7,8,16,24",2,"1,2",3.6,96,-,-,-,-,supported,default,18.75 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,4.5192 USD per Hour,2.3112 USD per Hour,2.4362 USD per Hour,2.4412 USD per Hour,,,,
c6a.16xlarge,c6a,16xlarge,"ap-northeast-1c, ap-northeast-1d, ap-northeast-1a",false,false,false,nitro,64,x86_64,32,"4,6,8,10,12,14,16,32",2,"1,2",3.6,128,-,-,-,-,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,6.0256 USD per Hour,3.0816 USD per Hour,3.2066 USD per Hour,3.2116 USD per Hour,,,,
c6a.24xlarge,c6a,24xlarge,"ap-northeast-1c, ap-northeast-1a, ap-northeast-1d",false,false,false,nitro,96,x86_64,48,"4,6,8,10,12,14,16,32,48",2,"1,2",3.6,192,-,-,-,-,supported,default,37.5 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,9.0384 USD per Hour,4.6224 USD per Hour,4.7474 USD per Hour,4.7524 USD per Hour,,,,
c6a.32xlarge,c6a,32xlarge,"ap-northeast-1d, ap-northeast-1c, ap-northeast-1a",false,false,false,nitro,128,x86_64,64,"8,12,16,20,24,28,32,64",2,"1,2",3.6,256,-,-,-,-,supported,default,50 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,12.0512 USD per Hour,6.1632 USD per Hour,6.2882 USD per Hour,6.2932 USD per Hour,,,,
c6a.48xlarge,c6a,48xlarge,"ap-northeast-1d, ap-northeast-1c, ap-northeast-1a",false,false,false,nitro,192,x86_64,96,"8,12,16,20,24,28,32,64,96",2,"1,2",3.6,384,-,-,-,-,supported,default,50 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,true,18.0768 USD per Hour,9.2448 USD per Hour,9.3698 USD per Hour,9.3748 USD per Hour,,,,
c6a.metal,c6a,metal,"ap-northeast-1a, ap-northeast-1d, ap-northeast-1c",false,false,true,,192,x86_64,96,-,2,-,3.6,384,-,-,-,-,supported,default,50 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,true,18.0768 USD per Hour,9.2448 USD per Hour,9.3698 USD per Hour,9.3748 USD per Hour,,,,
c6g.medium,c6g,medium,"ap-northeast-1d, ap-northeast-1c, ap-northeast-1a",false,false,false,nitro,1,arm64,1,-,1,-,2.5,2,-,-,-,-,supported,default,Up to 10 Gigabit,required,2,4,4,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,,0.0428 USD per Hour,0.0738 USD per Hour,0.1028 USD per Hour,,,,
c6g.large,c6g,large,"ap-northeast-1c, ap-northeast-1d, ap-northeast-1a",false,false,false,nitro,2,arm64,2,"1,2",1,1,2.5,4,-,-,-,-,supported,default,Up to 10 Gigabit,required,3,10,10,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,,0.0856 USD per Hour,0.1419 USD per Hour,0.1456 USD per Hour,,,,
c6g.xlarge,c6g,xlarge,"ap-northeast-1a, ap-northeast-1d, ap-northeast-1c",false,false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.5,8,-,-,-,-,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,,0.1712 USD per Hour,0.2275 USD per Hour,0.2312 USD per Hour,,,,
c6g.2xlarge,c6g,2xlarge,"ap-northeast-1c, ap-northeast-1d, ap-northeast-1a",false,false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.5,16,-,-,-,-,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,,0.3424 USD per Hour,0.4674 USD per Hour,0.4724 USD per Hour,,,,
c6g.4xlarge,c6g,4xlarge,"ap-northeast-1a, ap-northeast-1c, ap-northeast-1d",false,false,false,nitro,16,arm64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",1,1,2.5,32,-,-,-,-,supported,default,Up to 10 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,,0.6848 USD per Hour,0.8098 USD per Hour,0.8148 USD per Hour,,,,
c6g.8xlarge,c6g,8xlarge,"ap-northeast-1a, ap-northeast-1d, ap-northeast-1c",false,false,false,nitro,32,arm64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",1,1,2.5,64,-,-,-,-,supported,default,12 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,,1.3696 USD per Hour,1.4946 USD per Hour,1.4996 USD per Hour,,,,
c6g.12xlarge,c6g,12xlarge,"ap-northeast-1c, ap-northeast-1d, ap-northeast-1a",false,false,false,nitro,48,arm64,48,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48",1,1,2.5,96,-,-,-,-,supported,default,20 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,,2.0544 USD per Hour,2.1794 USD per Hour,2.1844 USD per Hour,,,,
c6g.16xlarge,c6g,16xlarge,"ap-northeast-1c, ap-northeast-1a, ap-northeast-1d",false,false,false,nitro,64,arm64,64,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64",1,1,2.5,128,-,-,-,-,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,,2.7392 USD per Hour,2.8642 USD per Hour,2.8692 USD per Hour,,,,
c6g.metal,c6g,metal,"ap-northeast-1c, ap-northeast-1d, ap-northeast-1a",false,false,true,,64,arm64,64,-,1,-,2.5,128,-,-,-,-,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,,2.7392 USD per Hour,2.8642 USD per Hour,2.8692 USD per Hour,,,,
c6gd.medium,c6gd,medium,"ap-northeast-1a, ap-northeast-1c, ap-northeast-1d",false,false,false,nitro,1,arm64,1,-,1,-,2.5,2,59,true,ssd,1,supported,default,Up to 10 Gigabit,required,2,4,4,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,,0.049 USD per Hour,0.08 USD per Hour,0.109 USD per Hour,,,,
c6gd.large,c6gd,large,"ap-northeast-1a, ap-northeast-1d, ap-northeast-1c",false,false,false,nitro,2,arm64,2,"1,2",1,1,2.5,4,118,true,ssd,1,supported,default,Up to 10 Gigabit,required,3,10,10,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,,0.098 USD per Hour,0.1543 USD per Hour,0.158 USD per Hour,,,,
c6gd.xlarge,c6gd,xlarge,"ap-northeast-1a, ap-northeast-1c, ap-northeast-1d",false,false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.5,8,237,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,,0.196 USD per Hour,0.2523 USD per Hour,0.256 USD per Hour,,,,
c6gd.2xlarge,c6gd,2xlarge,"ap-northeast-1a, ap-northeast-1d, ap-northeast-1c",false,false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.5,16,474,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,,0.392 USD per Hour,0.517 USD per Hour,0.522 USD per Hour,,,,
c6gd.4xlarge,c6gd,4xlarge,"ap-northeast-1c, ap-northeast-1a, ap-northeast-1d",false,false,false,nitro,16,arm64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",1,1,2.5,32,950,true,ssd,1,supported,default,Up to 10 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,,0.784 USD per Hour,0.909 USD per Hour,0.914 USD per Hour,,,,
c6gd.8xlarge,c6gd,8xlarge,"ap-northeast-1c, ap-northeast-1a, ap-northeast-1d",false,false,false,nitro,32,arm64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",1,1,2.5,64,1900,true,ssd,1,supported,default,12 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,,1.568 USD per Hour,1.693 USD per Hour,1.698 USD per Hour,,,,
c6gd.12xlarge,c6gd,12xlarge,"ap-northeast-1d, ap-northeast-1c, ap-northeast-1a",false,false,false,nitro,48,arm64,48,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48",1,1,2.5,96,2850,true,ssd,2,supported,default,20 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,,2.352 USD per Hour,2.477 USD per Hour,2.482 USD per Hour,,,,
c6gd.16xlarge,c6gd,16xlarge,"ap-northeast-1c, ap-northeast-1a, ap-northeast-1d",false,false,false,nitro,64,arm64,64,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64",1,1,2.5,128,3800,true,ssd,2,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,,3.136 USD per Hour,3.261 USD per Hour,3.266 USD per Hour,,,,
c6gd.metal,c6gd,metal,"ap-northeast-1c, ap-northeast-1d, ap-northeast-1a",false,false,true,,64,arm64,64,-,1,-,2.5,128,3800,true,ssd,2,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,,3.136 USD per Hour,3.261 USD per Hour,3.266 USD per Hour,,,,
c6gn.medium,c6gn,medium,"ap-northeast-1d, ap-northeast-1c, ap-northeast-1a",false,false,false,nitro,1,arm64,1,1,1,1,2.5,2,-,-,-,-,supported,default,Up to 16 Gigabit,required,2,4,4,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,,0.0545 USD per Hour,0.0855 USD per Hour,0.1145 USD per Hour,,,,
c6gn.large,c6gn,large,"ap-northeast-1c, ap-northeast-1d, ap-northeast-1a",false,false,false,nitro,2,arm64,2,"1,2",1,1,2.5,4,-,-,-,-,supported,default,Up to 25 Gigabit,required,3,10,10,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,,0.109 USD per Hour,0.1653 USD per Hour,0.169 USD per Hour,,,,
c6gn.xlarge,c6gn,xlarge,"ap-northeast-1c, ap-northeast-1d, ap-northeast-1a",false,false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.5,8,-,-,-,-,supported,default,Up to 25 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,,0.218 USD per Hour,0.2743 USD per Hour,0.278 USD per Hour,,,,
c6gn.2xlarge,c6gn,2xlarge,"ap-northeast-1a, ap-northeast-1c, ap-northeast-1d",false,false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.5,16,-,-,-,-,supported,default,Up to 25 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,,0.436 USD per Hour,0.561 USD per Hour,0.566 USD per Hour,,,,
c6gn.4xlarge,c6gn,4xlarge,"ap-northeast-1d, ap-northeast-1c, ap-northeast-1a",false,false,false,nitro,16,arm64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",1,1,2.5,32,-,-,-,-,supported,default,Up to 25 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,,0.872 USD per Hour,0.997 USD per Hour,1.002 USD per Hour,,,,
c6gn.8xlarge,c6gn,8xlarge,"ap-northeast-1c, ap-northeast-1a, ap-northeast-1d",false,false,false,nitro,32,arm64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",1,1,2.5,64,-,-,-,-,supported,default,50 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,,1.744 USD per Hour,1.869 USD per Hour,1.874 USD per Hour,,,,
c6gn.12xlarge,c6gn,12xlarge,"ap-northeast-1c, ap-northeast-1d, ap-northeast-1a",false,false,false,nitro,48,arm64,48,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48",1,1,2.5,96,-,-,-,-,supported,default,75 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,-,-,-,true,false,,2.616 USD per Hour,2.741 USD per Hour,2.746 USD per Hour,,,,
c6gn.16xlarge,c6gn,16xlarge,"ap-northeast-1c, ap-northeast-1d, ap-northeast-1a",false,false,false,nitro,64,arm64,64,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64",1,1,2.5,128,-,-,-,-,supported,default,100 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,true,,3.488 USD per Hour,3.613 USD per Hour,3.618 USD per Hour,,,,
c6i.large,c6i,large,"ap-northeast-1a, ap-northeast-1d, ap-northeast-1c",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.5,4,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,3,10,10,true,"cluster, partition, spread",-,-,true,ebs,true,true,-,true,false,0.199 USD per Hour,0.107 USD per Hour,0.1633 USD per Hour,0.167 USD per Hour,,,,
c6i.xlarge,c6i,xlarge,"ap-northeast-1d, ap-northeast-1a, ap-northeast-1c",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.5,8,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,true,true,-,true,false,0.398 USD per Hour,0.214 USD per Hour,0.2703 USD per Hour,0.274 USD per Hour,,,,
c6i.2xlarge,c6i,2xlarge,"ap-northeast-1a, ap-northeast-1d, ap-northeast-1c",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",3.5,16,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,true,true,-,true,false,0.796 USD per Hour,0.428 USD per Hour,0.553 USD per Hour,0.558 USD per Hour,,,,
c6i.4xlarge,c6i,4xlarge,"ap-northeast-1d, ap-northeast-1c, ap-northeast-1a",false,false,false,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",3.5,32,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,true,-,true,false,1.592 USD per Hour,0.856 USD per Hour,0.981 USD per Hour,0.986 USD per Hour,,,,
c6i.8xlarge,c6i,8xlarge,"ap-northeast-1d, ap-northeast-1a, ap-northeast-1c",false,false,false,nitro,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",3.5,64,-,-,-,-,supported,default,12.5 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,true,-,true,false,3.184 USD per Hour,1.712 USD per Hour,1.837 USD per Hour,1.842 USD per Hour,,,,
c6i.12xlarge,c6i,12xlarge,"ap-northeast-1d, ap-northeast-1a, ap-northeast-1c",false,false,false,nitro,48,x86_64,24,"2,4,6,8,10,12,14,16,18,20,22,24",2,"1,2",3.5,96,-,-,-,-,supported,default,18.75 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,true,-,true,false,4.776 USD per Hour,2.568 USD per Hour,2.693 USD per Hour,2.698 USD per Hour,,,,
c6i.16xlarge,c6i,16xlarge,"ap-northeast-1a, ap-northeast-1d, ap-northeast-1c",false,false,false,nitro,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",3.5,128,-,-,-,-,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,6.368 USD per Hour,3.424 USD per Hour,3.549 USD per Hour,3.554 USD per Hour,,,,
c6i.24xlarge,c6i,24xlarge,"ap-northeast-1c, ap-northeast-1d, ap-northeast-1a",false,false,false,nitro,96,x86_64,48,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.5,192,-,-,-,-,supported,default,37.5 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,9.552 USD per Hour,5.136 USD per Hour,5.261 USD per Hour,5.266 USD per Hour,,,,
c6i.32xlarge,c6i,32xlarge,"ap-northeast-1d, ap-northeast-1a, ap-northeast-1c",false,false,false,nitro,128,x86_64,64,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64",2,"1,2",3.5,256,-,-,-,-,supported,default,50 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,true,12.736 USD per Hour,6.848 USD per Hour,6.973 USD per Hour,6.978 USD per Hour,,,,
c6i.metal,c6i,metal,"ap-northeast-1a, ap-northeast-1d, ap-northeast-1c",false,false,true,,128,x86_64,64,-,2,-,3.5,256,-,-,-,-,supported,default,50 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,true,12.736 USD per Hour,6.848 USD per Hour,6.973 USD per Hour,6.978 USD per Hour,,,,
c6id.large,c6id,large,"ap-northeast-1a, ap-northeast-1d, ap-northeast-1c",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.5,4,118,true,ssd,1,supported,default,Up to 12.5 Gigabit,required,3,10,10,true,"cluster, partition, spread",-,-,-,ebs,true,true,-,true,false,0.2201 USD per Hour,0.1281 USD per Hour,0.1844 USD per Hour,0.1881 USD per Hour,,,,
c6id.xlarge,c6id,xlarge,"ap-northeast-1a, ap-northeast-1d, ap-northeast-1c",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.5,8,237,true,ssd,1,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,-,ebs,true,true,-,true,false,0.4402 USD per Hour,0.2562 USD per Hour,0.3125 USD per Hour,0.3162 USD per Hour,,,,
c6id.2xlarge,c6id,2xlarge,"ap-northeast-1d, ap-northeast-1a, ap-northeast-1c",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",3.5,16,474,true,ssd,1,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,-,ebs,true,true,-,true,false,0.8804 USD per Hour,0.5124 USD per Hour,0.6374 USD per Hour,0.6424 USD per Hour,,,,
c6id.4xlarge,c6id,4xlarge,"ap-northeast-1a, ap-northeast-1c, ap-northeast-1d",false,false,false,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",3.5,32,950,true,ssd,1,supported,default,Up to 12.5 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,-,ebs,true,true,-,true,false,1.7608 USD per Hour,1.0248 USD per Hour,1.1498 USD per Hour,1.1548 USD per Hour,,,,
c6id.8xlarge,c6id,8xlarge,"ap-northeast-1a, ap-northeast-1d, ap-northeast-1c",false,false,false,nitro,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",3.5,64,1900,true,ssd,1,supported,default,12.5 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,-,ebs,true,true,-,true,false,3.5216 USD per Hour,2.0496 USD per Hour,2.1746 USD per Hour,2.1796 USD per Hour,,,,
c6id.12xlarge,c6id,12xlarge,"ap-northeast-1c, ap-northeast-1d, ap-northeast-1a",false,false,false,nitro,48,x86_64,24,"2,4,6,8,10,12,14,16,18,20,22,24",2,"1,2",3.5,96,2850,true,ssd,2,supported,default,18.75 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,-,ebs,true,true,-,true,false,5.2824 USD per Hour,3.0744 USD per Hour,3.1994 USD per Hour,3.2044 USD per Hour,,,,
c6id.16xlarge,c6id,16xlarge,"ap-northeast-1d, ap-northeast-1a, ap-northeast-1c",false,false,false,nitro,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",3.5,128,3800,true,ssd,2,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,-,ebs,true,true,-,true,false,7.0432 USD per Hour,4.0992 USD per Hour,4.2242 USD per Hour,4.2292 USD per Hour,,,,
c6id.24xlarge,c6id,24xlarge,"ap-northeast-1d, ap-northeast-1a, ap-northeast-1c",false,false,false,nitro,96,x86_64,48,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.5,192,5700,true,ssd,4,supported,default,37.5 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,10.5648 USD per Hour,6.1488 USD per Hour,6.2738 USD per Hour,6.2788 USD per Hour,,,,
c6id.32xlarge,c6id,32xlarge,"ap-northeast-1c, ap-northeast-1a, ap-northeast-1d",false,false,false,nitro,128,x86_64,64,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64",2,"1,2",3.5,256,7600,true,ssd,4,supported,default,50 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,true,14.0864 USD per Hour,8.1984 USD per Hour,8.3234 USD per Hour,8.3284 USD per Hour,,,,
c6id.metal,c6id,metal,"ap-northeast-1a, ap-northeast-1c, ap-northeast-1d",false,false,true,,128,x86_64,64,-,2,-,3.5,256,7600,true,ssd,4,supported,default,50 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,true,14.0864 USD per Hour,8.1984 USD per Hour,8.3234 USD per Hour,8.3284 USD per Hour,,,,
c6in.large,c6in,large,"ap-northeast-1a, ap-northeast-1c, ap-northeast-1d",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.5,4,-,-,-,-,supported,default,Up to 25 Gigabit,required,3,10,10,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,0.2348 USD per Hour,0.1428 USD per Hour,0.1991 USD per Hour,0.2028 USD per Hour,,,,
c6in.xlarge,c6in,xlarge,"ap-northeast-1c, ap-northeast-1a, ap-northeast-1d",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.5,8,-,-,-,-,supported,default,Up to 30 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,0.4696 USD per Hour,0.2856 USD per Hour,0.3419 USD per Hour,0.3456 USD per Hour,,,,
